p1	p2
输了也高兴。	即使输了也高兴。
毕业后，要么读研，要么出国留学。	毕业后，要么出国留学，要么读研。
他刚走了两个钟头你就回来了。	你回来之前的两个小时时候他就走了。
他逃脱不了法律的制裁，尽管他爸爸是李刚。	虽然他爸爸是李刚，他却逃脱不了法律的制裁。
哪怕全家反对，我也要去当兵。	我一定要去当兵，不管全家是否反对。
孙悟空本事再大，也逃不出如来佛的手掌。	不管孙悟空有多大的本事，他也逃不出如来佛的手掌。
小明跟爸爸一起去看电影。	爸爸和小明一起去看电影。
实际上，当地政府多年来对市场别说干预，连辅助性的行为都很少。	实际上，当地政府多年来对市场的辅助性行为很少，更别说干预。
他最常去那里。	那里他经常去。
詹先生虽然可以给她带来物质上的富足，却无法给她带来真正的幸福。	詹先生虽然可以给她带来物质上的富足，可是无法给她带来真正的幸福。
因获奖而成名。	因获奖而成了名。
余德利抬头发现李东宝的目光很慌。	余德利抬头然后发现李东宝的目光很慌。
这碗汤喝了我一头汗。	这碗汤喝得我出了一头汗
你们那儿的房子贵不贵呢？	你们那的房子贵吗？
你知道个屁！	你知道个鬼！
由于对造成事故的主观原因认识不足，因此导致了此类事故的再次发生。	由于对造成事故的主观原因认识不足，所以导致了此类事故的再次发生。
只要她一去接电话，孩子就会大哭大闹。	一旦她去接电话，孩子就大哭大闹。
快出村口时，回头再看一眼自己住了十多年的老屋，刘华生的心里一阵酸楚。	快出村口时，刘华生回头再看一眼自己的老屋，住了十多年了，心里一阵酸楚。
那东西闻着都恶心。	闻着那东西恶心。
他问我会议什么时候结束。	他像我咨询会议还要多久结束。
这张书桌不长。	这张书桌不太长。
那个高个子肯定是乙班的，但是我想不起他叫什么名字了。	那个高个子肯定是乙班的，但我就想不起他叫什么名字了。
差点儿答错。	答对了。
我们无论评价什么样的历史人物，都必须全面的看待，不但要看到他们的历史功绩和贡献，而且要看到他们的过失和负面影响，否则，就不可能做出全面、客观的评价。	我们不管评价什么样的历史人物，都必须全面的看待，不光要看到他们的历史功绩和贡献，也要看到他们的过失和负面影响，否则，就不可能做出全面、客观的评价。
文化活动可以导致人们的行为趋同，就是说，人们的心里状态在文化的作用下呈现出一致性。	文化活动可以导致人们的行为趋同，换句话说，在文化的作用下人们的心里状态呈现出一致性。
我昨天写好了一封信。	昨天我写好了一封信。
谁都知道事情的真相。	事情的真相没有谁不知道。
她学了两个钟头英语。	她英语学了两个钟头。
他偷了小王一辆自行车。	他把小王的一辆自行车给偷了。
风遇到防护林，速度就减少了百分之七十到八十。到了距离防护林等于林木高度二十米的地方，风速又恢复原来的强度。所以防护林必须是并行排列的许多林带，两列之间的距离不要超过林木高度的二十倍。	风的速度遇到防护林就减少了百分之七十到八十。到了距离为林木高度二十倍的地方，风速又恢复原来的强度。因而防护林必须是并行排列的许多林带，两列之间的距离不要超过林木高度的二十倍。
唱了又唱。	不停地唱。
门给风吹开了。	门被风吹开了。
在比赛的最后关头，运动员小张下了决心，非摔倒对方不可。	在比赛的最后关头，运动员小张下了决心，一定要摔倒对方。
她吃坏了肚子。	她的肚子被她吃坏了。
把纸撕碎。	纸被撕碎。
差点儿闹笑话。	几乎闹笑话。
一张小嘴，别提多会说话了。	这张嘴太会说话了。
既然那么高调参赛，他怎么会轻易退赛呢？	既然那么高调参赛，所以他不会轻易退赛？
这项任务得十个人。	这项任务要十个人。
她傲慢地环视了一下会场。	傲慢的她傲慢地环视了一下会场。
每个符号对应一种意义，两个或几个符号的意义相同，或一个符号表示几种意义的情况不存在。	每个符号对应一种意义，换句话说，两个或几个符号的意义相同，或一个符号表示几种意义的情况不存在。
他喝穷了一家子。	他家是被喝穷的。
为人民服务！	服务人民！
哪怕全家反对，我也要去当兵。	就算全家反对，我也要去当兵。
东西全给他吃光了。	他把所有的东西吃完了。
那么好的人你怎么看不上他。	他那么好的人你怎么看不上。
我拿了汪老师一本书。	我把王老师的一本书拿了。
毕业后，要么读研，要么出国留学。	毕业后，或者出国留学，或者读研。
几乎摔倒了。	差点儿摔倒了。
女教官教我们如何在险恶多变的环境中战胜困难，最终完成任务。	女教官教我们在险恶的环境中如何战胜困难，最终完成任务。
倘若来不及逃跑，它就会使出装死的伎俩。	假使来不及逃跑，它便会使出装死的伎俩。
这个国家的政府，一方面谴责美国对伊拉克的军事占领，另一方面又主动向美国控制下的伊拉克临时管理委员会示好。	这个国家的政府，谴责美国对伊拉克的军事占领的同时却又向美国控制下的伊拉克临时管理委员会主动示好。
渐渐地，我们了解了他的脾气。	我们渐渐地了解了他的脾气。
看什么电视，还不赶快做功课去！	看什么电视，赶快做功课去！
因为一点小矛盾，彼此就不再来往了。	因一点小矛盾，彼此就不再来往了。
轮番的轰炸后，这个美丽的小镇被夷为平地。	轮番的轰炸把这个美丽的小镇夷为平地。
得一个奖乐半天。	中一个奖高兴了半天。
由于对造成事故的主观原因认识不足，因此导致了此类事故的再次发生。	由于对造成事故的主观原因认识不足，造成了此类事故的再次发生。
我看了会电视，又听了会音乐，这才回房间睡觉。	我先看了会电视，然后听了会音乐，最后才回房间睡觉。
她今天恐怕不会来了。	可能她今天不会来了。
他是才来的，岂有个为他疏你的。	他是才来的，肯定不可能因为他而疏远你的。
假设真的没有文明和文化，那么这个世界就像个未成品。	假设真的没有文明和文化，这个世界就像个未成品。
他一下班就走了。	他下班就走了。
塑料不腐烂分解是一大长处，因为当塑料垃圾被深埋时，他永远不会变成任何有毒的化学物质污染人类生存的环境，而且即便被焚烧，大部分塑料也不会释放出有毒气体。	由于塑料垃圾被深埋时，他永远不会变成任何有毒的化学物质污染人类生存的环境，而且即便被焚烧，大部分塑料也不会释放出有毒气体，所以塑料不腐烂分解是一大长处。
这道题做了我三个小时。	我用了三个小时做这道题。
这样不仅可以帮助人家解一时的燃眉之急，还可以借机先锻炼一下自己。	这样不但可以帮助人家解一时的燃眉之急，也可以借机先锻炼一下自己。
她今天恐怕不会来了。	今天她可能不会来了。
既然选择了雪域高原，那么也就选择了艰苦奋斗。	既然选择了雪域高原，也就选择了艰苦奋斗。
差点办成了。	没有办成。
教练细心观察、认真分析比赛现场发生的每一个细节。	教练一方面细心观察比赛现场发生的每一个细节，另一方面又做了认真分析。
我虽然学了三年汉语，但是听相声还有困难。	我尽管学了三年汉语，可是听相声还有困难。
这些东西可能被雨弄湿了。	雨可能弄湿了这些东西。
闹绯闻也成了名。	因闹绯闻成了名。
钱包别给小偷偷了。	别给小偷偷了钱包。
这间房子将能容纳十个人。	这间房子能住十个人。
因前一段时间连降暴雨，以致工期一再拖延。	由于前一段时间连降暴雨，所以工期一再拖延。
那张桌子三条腿。	那张桌子有三条腿。
济南省城，那是大地方，不用说。	济南省城肯定是大地方。
别把身体累垮了。	别累垮了身体。
大家互相在纪念册上签名留念。	大家互相签名留念在纪念册上。
他四天没上课。	四天他都没上课。
路上结了冰，小王这个时候外出，非摔倒不可。	小王这个时候外出，之所以非摔倒不可，是因为路上结了冰。
有两只小鸡争着饮水，蹬翻了水碗，往青石板上一跳，满石板印着许多小小的“个”字。	满石板之所以印着许多小小的“个”字，是因为有两只小鸡争着饮水，蹬翻了水碗，往青石板上一跳，。
大家都称他为小诸葛。	大家都叫他小诸葛。
我给了她一只笔。	她从我这里拿走了一支笔。
他已经通知了所有人。	所有人知道了他的通知。
既然那么高调参赛，他怎么会轻易退赛呢？	既然那么高调参赛，可见他怎么会轻易退赛呢？
还有没有商量的余地啊？	还能不能商量啊？
因为做过多年的幼儿园老师，所以她深知这些孩子此时最需要什么。	她做过多年的幼儿园老师，所以深知这些孩子此时最需要什么。
因爱而恨。	恨由爱生。
他三个小时没学。	三个小时他都没学。
出门在外没个不累的。	出门在外没有人不累。
屋子前面有一口井。	一口井在屋子前面。
月儿在云中穿行，船儿在湖中荡漾，风儿拂面而来······。	当风儿拂面而来，月儿在云中穿行，船儿在湖中荡漾。
风遇到防护林，速度就减少了百分之七十到八十。到了距离防护林等于林木高度二十米的地方，风速又恢复原来的强度。所以防护林必须是并行排列的许多林带，两列之间的距离不要超过林木高度的二十倍。	因为风的速度遇到防护林就减少了百分之七十到八十，但是到了距离为林木高度二十倍的地方，风速又恢复原来的强度。因此防护林必须是并行排列的许多林带，两列之间的距离不要超过林木高度的二十倍。
噢，我来这儿搞个采访。	我到这采访。
你就甭说了！	你就不要说了！
我给了她一只笔。	我给她了一只笔。
她呀，做菜真好吃。	她做的菜真好吃。
再给你我拿瓶啤酒！	再拿瓶啤酒给咱俩！
一个大方的人，他不会做这种小气的事。	他是一个大方的人，不会做这种小气的事。
这个公园逛了我们一个下午。	这个公园我们逛了一个下午。
她送了我很多礼物。	她送了很多礼物给我。
在挪威屠杀惨案中，85人被害。	85人在挪威屠杀惨案中被害。
不管我们如何好说歹说，他却仍然是无动于衷。	不管我们怎么好说歹说，他却仍然是无动于衷。
站着别动！	站那儿别动！
就算前面是地雷阵，我也要一往直前。	即便前面是地雷阵，我也要一往直前。
我虽然学了三年汉语，但是听相声还有困难。	尽管我学了三年汉语，可是听相声还有困难。
他把桌子擦干净了。	桌子被他擦干净了。
我妈妈姓冯，我爸爸也姓冯。	我妈妈姓冯，我爸爸姓冯。
哪怕全家反对，我也要去当兵。	即便全家反对，我也要去当兵。
刚一进门，我就发现今天的气氛不太一样。	我刚一进门，就发现今天的气氛有异样。
小心别擦破手。	别把手擦破了。
他走坏了一双鞋。	他把一双鞋走坏了。
昨天监狱里跑了一个犯人。	监狱里昨天跑了一个犯人。
月儿在云中穿行，船儿在湖中荡漾，风儿拂面而来······。	月儿在云中穿行，风儿拂面而来，船儿在湖中荡漾。
台上坐着主席团。	台上坐的是主席团。
当我回家的时候，他们已经睡着了。	我回家的时候，他们都已经睡着了。
你吃了饭我还没有找你收钱哪。	你吃了饭，我没有找你收钱哪。
她看花了眼睛。	她把眼睛看花了。
他已经通知了所有人。	所有人都已经被他通知了。
这段描写固然有些夸张，但我国古代宝刀宝剑之锋利，却非虚传。	这段描写虽说有些夸张，但我国古代宝刀宝剑之锋利，却非虚传。
这孩子不活泼。	这孩子有点内向。
物业公司要加强防火设施的维修和保养，以免再次发生报警误响的事件。	物业公司要加强防火设施的维修和保养，以防再次发生报警误响的事件。
人人都看见了。	没有人没看见。
倘若来不及逃跑，它就会使出装死的伎俩。	假使来不及逃跑，它就会使出装死的伎俩。
月儿在云中穿行，船儿在湖中荡漾，风儿拂面而来······。	当船儿在湖中荡漾，月儿在云中穿行，风儿拂面而来。
你知道个屁！	你不知道！
对手被我们打败。	我们战胜对手。
到了广州，不能不夜游珠江。	到了广州，定要夜游珠江。
他一口饭没吃。	一口饭他都没吃。
一周之内再不把校对稿交给出版社，他们就要改变出版计划了。	假如一周之内再不把校对稿交给出版社，那么他们要改变出版计划了。
我爸非打死我不可。	我爸要打死我。
是谁昨天用钳子把车修好的。	是谁昨天用钳子修好了车。
差点儿闹笑话。	差点儿没闹笑话。
不应该只看到个别动作像不像，而是要看舞蹈中表现的情感可能不可能存在。	是要看舞蹈中表现的情感可能不可能存在，而不应该只看到个别动作像不像。
下课后，大伙有的在踢毽子，有的在打乒乓球，还有的在跑步，都在积极的锻炼身体。	下课后，大伙有的在踢毽子，有的在跑步，还有的在打乒乓球，都在积极的锻炼身体。
那只凶恶的老虎被武松打死了。	武松把那只凶恶的老虎打死了。
因前一段时间连降暴雨，以致工期一再拖延。	前一段时间连降暴雨，所以工期一再拖延。
因前一段时间连降暴雨，以致工期一再拖延。	由于前一段时间连降暴雨，以致工期一再拖延。
我给了她一只笔。	我送了她一支笔。
孙悟空本事再大，也逃不出如来佛的手掌。	孙悟空有再大的本事，也逃不出如来佛的手掌。
桂花别提有多香。	桂花很香。
我冲着他笑了笑，然后继续唱歌。	我冲着他笑了笑，继续唱歌。
他逃脱不了法律的制裁，尽管他爸爸是李刚。	虽然他爸爸是李刚，然而他逃脱不了法律的制裁。
好办哪，这事儿！	这事儿好办！
因前一段时间连降暴雨，以致工期一再拖延。	因为前一段时间连降暴雨，以致工期一再拖延。
每次出差回来都给她带礼物，要不然就一定给你脸子看。	除非每次出差回来都给她带礼物，否则就一定给你脸子看。
假设真的没有文明和文化，那么这个世界就像个未成品。	假使真的没有文明和文化，这个世界就像个未成品。
人人我都通知到了。	我通知到了每个人。
整个小区的业主没有他不认识的。	整个小区的业主他都认识。
人家让老先生亲自送来，我好意思不收下吗？	人家让老先生亲自送来，我不好意思不收下？
她今天恐怕不会来了。	估计今天她不会来了。
我不常逛街，因为我老没时间。	我之所以不常逛街，是因为我老没时间。
没你这么问的。	你这么问不对。
总务处长邀请各年级学生代表就学校的伙食问题与管理部门进行对话。	总务处长邀请各年级学生代表与管理部门进行对话，讨论学校的伙食问题。
几乎摔倒了。	险些没摔倒。
凡是玩的事儿，没他不参加的。	只要是玩，他都参加。
明天晴天。	明天是晴天。
人人都看见了。	有没有谁看见了。
这种巧克力酒心的。	这种是酒心巧克力。
这家的热干面他每天早上都要吃一碗。	他每天早上都要吃一碗这家的热干面。
他吧，从小就爱看小说。	他从小时候就爱看小说。
他教我们化学。	我们的化学老师是他。
因前一段时间连降暴雨，以致工期一再拖延。	因为前一段时间连降暴雨，所以工期一再拖延。
我借给了小王两本小说。	小王从我这里借了两本书。
我两手空空，既不愿让悲鸿知道，以免他焦虑，又不愿开口向人求助。	我两手空空，一边不愿让悲鸿知道，以免他焦虑，一边不愿开口向人求助。
他这个人没个正经的。	他一点都不正经。
一周之内再不把校对稿交给出版社，他们就要改变出版计划了。	假如一周之内再不把校对稿交给出版社，他们就要改变出版计划了。
关于培训的具体时间，我们还没有确定下来。	我们还没有确定下来培训的具体时间。
改革开放的热潮一浪高过一浪。	改革开放的热潮一波比一波高。
什么她都爱买。	她什么都喜欢买。
缺不了你的钱花。	你花的钱不会少。
烦死了！	好烦啊！
虽然金融风暴使许多国家的国民经济出现了下滑现象，但是我国的国民经济依然保持了较快的增长。	虽说金融风暴使许多国家的国民经济出现了下滑现象，我国的国民经济却依然保持了较快的增长。
塑料不腐烂分解是一大长处，因为当塑料垃圾被深埋时，他永远不会变成任何有毒的化学物质污染人类生存的环境，而且即便被焚烧，大部分塑料也不会释放出有毒气体。	塑料垃圾被深埋时，他永远不会变成任何有毒的化学物质污染人类生存的环境，而且即便被焚烧，大部分塑料也不会释放出有毒气体，所以塑料不腐烂分解是一大长处。
这段描写固然有些夸张，但我国古代宝刀宝剑之锋利，却非虚传。	这段描写虽然有些夸张，然而我国古代宝刀宝剑之锋利，却非虚传。
把中山大学建设成世界一流水平的大学！	将中山大学提高到世界一流水平！
也弄个事儿管管。	也管管事。
安静！	别说话！
奶酪被老鼠咬了一个角。	老鼠咬了奶酪一个角。
人人都知道这件事。	这件事家喻户晓。
师傅把车修好了。	师傅修好了车。
他的主意没个更改。	他更改了主意吗？没有！
我给了她一只笔。	他的笔是我给的。
其实我们的关系并没有公开。	其实我们的关系没有公开。
我们班一半人住在三楼。	三楼，我们班的一半人住在那儿。
他明明知道下午有事。	他肯定知道下午有事。
在北京我们游览了不少地方。	我们在北京游览了不少地方。
不光大家伙都省事，你自己也可以少跑两趟嘛。	不仅大家伙都省事，你自己也可以少跑两趟嘛。
卖了一批设备给工厂。	给工厂卖了一批设备。
我想喊他等等我，却又怕他笑我胆小害怕，不叫他，我又真怕一个人摸不到那个包扎所，更怕一个人在那儿打吊瓶。	我想喊他等等我，却又怕他笑我胆小害怕，如果不叫他，我又真怕一个人摸不到那个包扎所，更怕一个人在那儿打吊瓶。
他吃烤鸭吃胖了。	他因为吃烤鸭胖了。
他一边上学，一边打工挣学费。	他上学，打工挣学费。
孙悟空本事再大，也逃不出如来佛的手掌。	即使孙悟空本事大，也逃不出如来佛的手掌。
唯有加深了解，才能相互信任与合作。	除非加深了解，否则不可能相互信任与合作。
墙头上长出了一丛杂草。	一丛杂草在墙头上长出来了。
冬天过去了，春天就会来到。	冬天过去后，春天就会来了。
新同学都办完了入学手续。	新同学的入学手续都办完了。
不是每家都买了汽车。	汽车不是每家都有。
狐狸心里想，我先说些好话哄哄你，让你放松警惕；狐狸心里又想，等你放松警惕后，我在想办法把你嘴里的肉弄到手。	狐狸心里不仅想，我先说些好话哄哄你，让你放松警惕；狐狸心里更想，等你放松警惕后，我在想办法把你嘴里的肉弄到手。
小心别碰着油漆。	小心别把油漆碰着了。
眼睛看坏了。	眼睛被看坏了。
坐在台下的母亲发现，女儿小兰的眼中闪动着泪光。	女儿小兰的眼中闪动着泪光被母亲坐在台下发现了。
这次中国队派出的全是新人，为的是锻炼队伍。	这次中国队派出的全是新人，好让队伍得到锻炼。
它所有的丫枝一律向上，而且紧紧靠拢，也像加过人工似的，成为一束，绝不旁逸斜出。	它所有的丫枝一律向上，紧紧靠拢，也像加过人工似的，成为一束，绝不旁逸斜出。
他不但细心听取了我们的意见，而且立刻通知组内成员前来商量，态度甚至比我们还要积极。	他不仅细心听取了我们的意见，也立刻通知组内成员前来商量，态度甚至比我们还要积极。
看的书都放在桌子上。	桌子上都是要看的书。
差点儿没考上。	险些没考上。
他打破了杯子。	他把杯子打破了。
除非能证明他当时在现场，否则此事与他无关。	如果不能证明他当时在现场，那么此事与他无关。
我借给了小王两本小说。	我的两本小说被小王借走了。
那人看着都乏味。	那人看着就乏味。
这下子把我们所有人都吓傻了，那个叫五哥的鼓手，甚至还当场哭出了声。	这下子把我们所有人都吓傻了，那个叫五哥的鼓手，当场哭出了声。
丽丽哭红了眼睛。	丽丽的眼睛被丽丽哭红了。
小明替妈妈做饭。	小明代妈妈做饭。
他们都在说笑小王。	小王在被他们说笑。
尽管他赢得了冠军，可是没有赢得人们的尊重。	虽然他赢得了冠军，但是没有赢得人们的尊重。
我们春天常去旅游。	春天我们经常出去旅游。
学校里调来了一位女教师。	一位女教师被调到学校来了。
好不热闹。	很不热闹。
田先生毛笔字写的好。	田先生写得一手毛笔字。
他撒了个谎。	他撒谎了。
他吃螃蟹吃病了。	他因为吃螃蟹病了。
隔五米种一棵树。	种树的间隔是五米。
那么多困难他都一个人克服了。	他一个人克服了那么多困难。
回家过年太麻烦了，何况我还没在广州过过春节。	回家过年太麻烦了，况且我还没在广州过过春节。
这双鞋塑料底儿。	这双鞋是塑料底。
这人一面对我言听计从，一面却又在背后搞小动作。	这人一方面对我言听计从，另一方面却又在背后搞小动作。
她唱歌不太好听。	她唱歌不是很好听。
用的放在桌子上，不用的放在一边。	有用的放在桌子上，没用的放到一边去。
办了三次，三次都没有成。	办了三次都没有成。
他讲了至多十分钟。	他顶多讲了十分钟。
人人我都通知到了。	我通知了每个人。
有苦没处诉。	有苦没地方倾诉。
明天下雨的话，活动就会泡汤。	若明天下雨的话，活动便会泡汤。
我写信写了一个晚上。	我用一个晚上在写信。
最近，妈妈一直被失眠所困扰。	妈妈最近一直被失眠困扰。
在我洗澡的时候，他在看电视。	在他在看电视的时候，我在洗澡。
风遇到防护林，速度就减少了百分之七十到八十。到了距离防护林等于林木高度二十米的地方，风速又恢复原来的强度。所以防护林必须是并行排列的许多林带，两列之间的距离不要超过林木高度的二十倍。	风的速度遇到防护林就减少了百分之七十到八十。到了距离为林木高度二十倍的地方，风速又恢复原来的强度。因此防护林必须是并行排列的许多林带，两列之间的距离不要超过林木高度的二十倍。
这叫你说着了。	这被你说着了。
我觉得佳艳的德语水平远在我之上，虽然我的考试成绩比他高。	我觉得佳艳的德语水平远在我之上，尽管我的考试成绩比他高。
这车进口的。	这车是外国产的。
这部电影值得一看。	这部电影可以看一看。
差点儿没买到。	险些没买到。
有的人能力很强，可是他无心干事，不负责任，结果，工作效率很低；有的人尽管工作能力较弱，可是他全力投入，勤奋工作，不断总结经验，结果，工作成绩反倒超越了能力很强的人。	有的人能力很强，然而他无心干事，不负责任，结果，工作效率很低；有的人尽管工作能力较弱，然而他全力投入，勤奋工作，不断总结经验，结果，工作成绩反倒超越了能力很强的人。
虽然是满月，天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。	虽说是满月，天上却有一层淡淡的云，所以不能朗照；然而我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。
约翰给玛丽拿了一本书。	约翰拿了一本书给玛丽。
什么她都爱买。	她什么都爱买。
他应该昨天就到了。	他昨天就应该到了。
她的认真感动了我们。	感动我们的是她的认真。
他们家死了一盆花。	他们家死了一盆花。
塑料不腐烂分解是一大长处，因为当塑料垃圾被深埋时，他永远不会变成任何有毒的化学物质污染人类生存的环境，而且即便被焚烧，大部分塑料也不会释放出有毒气体。	塑料垃圾被深埋时，他永远不会变成任何有毒的化学物质污染人类生存的环境，而且即便被焚烧，大部分塑料也不会释放出有毒气体，故塑料不腐烂分解是一大长处。
你为什么不答应他？	你为何不答应他？
主席团没在台上坐着。	台上坐着没有主席团。
这个国家的政府，一方面谴责美国对伊拉克的军事占领，另一方面又主动向美国控制下的伊拉克临时管理委员会示好。	这个国家的政府，谴责美国对伊拉克的军事占领，又主动向美国控制下的伊拉克临时管理委员会示好。
我们春天常去旅游。	春天我们常去旅游。
非说不可。	肯定要说。
有你的钱花。	缺不了你的钱花。
我借给了小王两本小说。	小王的两本书被我借了。
处处我都检查过了。	每处我都检查过了。
地球绕着太阳公转，同时又绕着他自己的地轴不停的自转。	地球绕着太阳公转，同时也绕着他自己的地轴不停的自转。
钱包别给小偷偷了。	钱包别叫小偷偷了。
喝酒不开车，开车不喝酒！	喝酒之后不要开车，开车之前不要喝酒！
因为时间太仓促了，他们放弃了这次参赛的机会。	因时间太仓促了，他们放弃了这次参赛的机会。
因为这件事，小田受到了表扬。	由于这件事，小田受到了表扬。
济南省城，那是大地方，不用说。	济南省城不用说那是大地方。
虽然金融风暴使许多国家的国民经济出现了下滑现象，但是我国的国民经济依然保持了较快的增长。	虽说金融风暴使许多国家的国民经济出现了下滑现象，但是我国的国民经济依然保持了较快的增长。
过一天乐呵一天。	开开心心过每一天。
物业公司要加强防火设施的维修和保养，以免再次发生报警误响的事件。	物业公司要加强防火设施的维修和保养，免得再次发生报警误响的事件。
他跑的比我快。	我比他跑得慢。
屋里连一个人也没有。	屋里是空的。
请大家安静一点。	请大家不要喧哗。
好不热闹。	不热闹。
因为时间太仓促了，他们放弃了这次参赛的机会。	他们放弃了这次参赛的机会，因为时间太仓促了。
缺不了你的钱花。	有你的钱花。
只有做了广泛深入的调查研究，才可能得出让人们信服的结论。	只有做了广泛深入的调查研究，得出的结论才可能让人们信服。
巴巴的写了他的小名儿，各处贴着叫万人叫去，为的是好养活。	巴巴的写了他的小名儿，各处贴着叫万人去喊，为的是好养活。
我拿了汪老师一本书。	我拿走了一本书，是汪老师的。
一周之内再不把校对稿交给出版社，他们就要改变出版计划了。	一周之内再不把校对稿交给出版社，他们便要改变出版计划了。
老张家的房子厨房不大。	老张家的厨房不大。
这次中国队派出的全是新人，为的是锻炼队伍。	这次中国队派出的全是新人，以求锻炼队伍。
他说起话来没个完。	他说起话来没完没了。
他喝酒喝多了。	他喝醉了。
狐狸心里想，我先说些好话哄哄你，让你放松警惕；狐狸心里又想，等你放松警惕后，我在想办法把你嘴里的肉弄到手。	狐狸心里不但想，我先说些好话哄哄你，让你放松警惕；狐狸心里还想，等你放松警惕后，我在想办法把你嘴里的肉弄到手。
杯子刚刚被他打破了。	他刚刚打破杯子了。
地震与海啸令这个国家的经济又倒退了十年。	这个国家的经济因地震与海啸又倒退了十年。
我们老担心孩子身体。	我们经常担心孩子身体。
人人都看见她了。	没有一个人没看见她。
杯子被他打破了。	他打破了杯子。
即使是海中的庞然大物——鲸，遇见体长达十余米的大乌贼也难对付。	就是是海中的庞然大物——鲸，遇见体长达十余米的大乌贼也难对付。
丽丽哭红了眼睛。	哭红眼睛的是丽丽。
他这个人就知道吃。	他就喜欢吃。
2001年的白庙尚且如此贫穷，六年之前就更是可想而知了。	白庙在2001年都如此贫穷，六年前就更不用说了。
那声音引导着她暂时与厂区生活拉开了距离。	她被那声音引导着暂时与厂区生活拉开了距离。
这一次，投资者仅仅是“有望收回成本”，换句话说，很可能赔本！	这一次，投资者仅仅是“有望收回成本”，也就是说，很可能赔本！
小孙收入微薄，而且上有父母，下有子女，家庭负担不轻，但是，为人慷慨大方，经常帮助比他更困难的朋友。	小孙收入微薄，而且上有老下有小，家庭负担不轻，但是，为人慷慨大方，经常帮助比他更困难的朋友。
他买了王教授一本书。	他把王教授的一本书买了。
她看花了眼睛。	眼睛都被她看花了。
他拿了我一本书。	他把我的一本书拿走了。
他刚走了两个钟头你就回来了。	他刚走两个小时你就回来了。
园子周围是一人高的木栅栏。	一人高的木栅栏在园子周围。
在我洗澡的时候，他在看电视。	当我洗澡的时候，他在看电视。
钱放在手里贬值太厉害，不如拿出去投资。	钱放在手里贬值太厉害，倒不如拿出去投资。
他朝大山的方向走去。	他走过去的方向朝着大山。
因前一段时间连降暴雨，以致工期一再拖延。	因前一段时间连降暴雨，因此工期一再拖延。
她唱歌不太难听。	她唱歌不是很难听。
钱放在手里贬值太厉害，不如拿出去投资。	因为钱放在手里贬值太厉害，所以要拿出去投资。
这叫你说着了。	你算是说着了。
虽然是满月，天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。	虽是满月，天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。
他北京话说的很好？	北京话他说的很好？
虽然金融风暴使许多国家的国民经济出现了下滑现象，但是我国的国民经济依然保持了较快的增长。	虽说金融风暴使许多国家的国民经济出现了下滑现象，可是我国的国民经济依然保持了较快的增长。
这一次，投资者仅仅是“有望收回成本”，换句话说，很可能赔本！	这一次，投资者仅仅是“有望收回成本”，就是说，赔本的可能性很大！
老李不吃不喝，生着闷气。	老李没吃没喝，生着闷气。
姐姐昨天就把这消息告诉我了。	这消息姐姐昨天就告诉我了。
这个大男孩，宁可静静的坐着观察蚁群，也不愿去跟伙伴们爬树。	这个大男孩，不愿去跟伙伴们爬树，更愿静静的坐着观察蚁群。
文化活动可以导致人们的行为趋同，就是说，人们的心里状态在文化的作用下呈现出一致性。	文化活动可以导致人们的行为趋同，即在文化的作用下人们的心里状态呈现出一致性。
差点儿没见着。	险些没见着。
有人由于不讲逻辑，因此对别人不合逻辑的言论，不但不能觉察它的荒谬，反而随声附和，人云亦云。	有人不讲逻辑，对别人不合逻辑的言论，不能觉察它的荒谬，反而随声附和，人云亦云。
你应该协助我们完成这个项目。	这个项目你应该协助我们完成。
旧房改造问题政府专门下了一个通知。	政府专门下了一个通知解决旧房改造问题。
少不了你的小说看。	可以看很多小说。
他乐坏了。	他太高兴了。
哪儿他都去过。	他去过很多地方。
她的认真感动了我们。	她的认真真的真的感动了我们。
明智的人知道什么时候该糊涂。	明智的人知道什么时候装不知道。
你要好好休息啊。	你一定要休息好啊！
科学家正在努力探索这一奥秘，以便根据它的原理来研制新的导航仪器。	想要根据它的原理来研制新的导航仪器，所以科学家正在努力探索这一奥秘。
长痱子的小孩儿。	这个小孩儿长痱子了。
质量好极了。	质量很好。
差点儿没见着。	差一点就见不着了。
是谁在找我呀？	谁在找我呀？
不久，被雷劈中的那棵大树又长出了嫩绿的新芽。	那棵大树被雷劈中后不久又长出了嫩绿的新芽。
揍你个生活不能自理。	痛恨你生活不能自理。
这种鸡，既可以像饲养普通鸡那样进行笼养，也可以放养。	这种鸡，既可以像饲养普通鸡那样进行笼养，又可以放养。
他修好了电脑。	电脑被他修好了。
咱俩谁跟谁呀。	咱们谁和谁啊。
八个人一组。	一组八个人。
他下午也许来不了。	可能他下午来不了。
下班了，都。	都下班了。
信我没写好。	我没把信写好。
假设真的没有文明和文化，那么这个世界就像个未成品。	假使真的没有文明和文化，那么这个世界就像个未成品。
缺不了你的钱花。	短不了你的钱花。
毕业后，要么读研，要么出国留学。	毕业后，不是出国留学，就是读研。
